land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room_size,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket_km,crime_rate_index,room_size,property_value
118 sqm,111,1,2,Small,0,0,No,5.1,0,5,0,3.4,1.17,2,81590
229 sqm,223,4,4,Large,1,1,Yes,1.8,0,16,0,2.1,4.4,3,171997
598 sqm,560,7,8,Large,1,1,Yes,1.9,1,2,1,6.5,5.14,3,543050
179 sqm,159,2,1,Small,1,0,Yes,2.1,0,19,0,4.9,3.62,3,134143
156 sqm,148,2,1,Small,0,0,No,3.9,0,3,0,3.8,1.79,1,111108
139 sqm,120,1,1,Small,1,0,No,6.6,1,18,0,0.4,2.21,0,109942
545 sqm,439,8,8,Large,1,1,Yes,6.8,1,8,0,0.3,4.94,2,464909
241 sqm,207,4,2,Small,1,1,Yes,4.3,1,1,0,4.2,1.34,3,221554
125 sqm,112,1,1,Small,1,1,No,4.6,1,16,0,5.2,0.6,0,110673
266 sqm,258,4,3,Small,1,1,Yes,3.7,0,17,0,4.3,5.01,2,192566
297 sqm,266,5,5,Large,1,1,Yes,2.4,1,7,0,0.4,1.11,1,267398
238 sqm,236,5,4,Large,0,1,Yes,0.3,1,9,0,5.3,4.2,1,218519
192 sqm,177,4,4,Small,1,1,Yes,2.1,1,6,0,3.5,1.46,3,184791
218 sqm,210,3,3,Large,0,0,No,4.3,1,15,0,0.1,4.45,1,160393
209 sqm,189,3,4,Small,1,1,No,5.9,0,16,0,2.9,4.94,2,149512
172 sqm,152,3,4,Large,1,1,No,4.4,1,12,0,4.4,1.45,1,145510
141 sqm,121,1,2,Small,0,1,No,1.5,1,14,0,4.9,3.82,0,113775
126 sqm,112,2,1,Large,0,0,Yes,4.9,0,7,0,3.9,1.6,0,103145
334 sqm,303,5,3,Large,1,1,Yes,0.3,1,10,0,3.7,5.91,3,282403
340 sqm,305,5,2,Large,1,1,Yes,5.8,1,4,0,2.7,3.77,1,280256
297 sqm,267,4,4,Large,1,1,Yes,3.4,1,10,0,3.1,0.4,3,262356
213 sqm,197,3,3,Small,1,0,No,5.8,0,13,0,3.8,5.78,1,131932
294 sqm,275,4,2,Large,1,1,Yes,5.8,1,7,0,0.8,2.72,2,253701
155 sqm,152,3,3,Large,0,0,Yes,1.2,1,17,0,1.4,1.31,1,146201
236 sqm,219,4,4,Large,1,1,No,0.8,0,11,0,5.9,2.83,2,191742
124 sqm,117,1,2,Small,0,0,No,3.9,0,16,0,4.1,0.98,1,90689
217 sqm,188,4,4,Large,1,1,Yes,0.9,1,9,0,0.6,3.29,2,215940
242 sqm,213,4,5,Large,1,1,Yes,4.1,1,19,0,2.6,4.12,3,202072
289 sqm,266,5,4,Large,1,1,Yes,1.4,1,8,0,3.9,2.33,2,255722
385 sqm,339,6,4,Large,1,1,Yes,5.5,1,13,0,3.7,5.77,3,301674
239 sqm,222,3,3,Large,1,0,Yes,2.8,0,10,0,3.8,1.74,1,189205
395 sqm,338,6,7,Large,1,1,Yes,0.5,1,4,0,6.7,5.96,1,330855
242 sqm,241,5,2,Large,1,1,Yes,4.4,1,18,0,2.6,4.76,1,195595
165 sqm,150,2,1,Small,1,0,No,0.5,1,18,0,4.6,4.09,2,137775
178 sqm,153,3,1,Large,1,1,No,3.5,0,19,0,2.7,3.63,1,136519
472 sqm,412,8,8,Large,1,1,Yes,4.2,1,16,0,6.3,3.52,3,376506
152 sqm,135,3,3,Large,1,0,No,6.8,1,17,0,1.6,0.27,2,130917
342 sqm,311,5,5,Large,1,1,Yes,4.9,1,17,0,1.1,5.18,1,269451
185 sqm,158,2,3,Small,1,1,No,0.1,1,8,0,0.3,1.17,3,180935
245 sqm,231,5,3,Large,1,1,Yes,0.3,1,18,0,2.9,0.57,3,233397
788 sqm,737,8,7,Large,1,1,Yes,4.2,1,12,0,6.8,3.7,2,609407
245 sqm,244,5,5,Large,0,1,Yes,5.5,1,17,0,4.2,1.89,1,197778
182 sqm,179,2,3,Small,0,0,Yes,0.6,0,3,0,6.1,0.72,3,153482
172 sqm,163,3,2,Large,0,0,Yes,3.4,0,18,0,0.6,1.81,2,139849
201 sqm,184,4,5,Large,1,1,No,2.7,1,19,0,6.4,5.54,2,156883
205 sqm,186,3,2,Small,1,1,No,4.3,0,3,0,1.4,2.75,2,162903
494 sqm,493,7,5,Large,1,1,Yes,3.7,0,22,0,2.6,2.1,2,366085
208 sqm,205,3,1,Small,0,1,No,3.1,1,9,0,0.7,0.96,1,175495
301 sqm,286,5,5,Large,1,1,Yes,0.8,1,10,0,4.2,2.34,1,260570
277 sqm,251,5,5,Large,1,1,Yes,0.9,1,9,0,3.5,1.77,1,249063
228 sqm,203,4,5,Large,1,1,Yes,4.8,0,4,0,4.7,4.39,3,172624
324 sqm,304,5,2,Large,1,1,Yes,3.1,1,16,0,1.5,2.33,1,273804
305 sqm,291,4,5,Large,1,1,Yes,6.1,1,1,0,1.4,3.93,3,257043
308 sqm,274,4,5,Large,1,0,Yes,0.6,1,3,1,6.8,1.22,3,309897
299 sqm,276,5,4,Large,1,1,Yes,2.9,1,10,0,2.9,5.03,2,258740
147 sqm,135,1,2,Large,0,0,No,4.2,1,6,0,0.4,3.1,1,111119
260 sqm,252,4,5,Small,1,1,Yes,2.5,1,16,0,3.9,4.38,2,218927
402 sqm,346,6,6,Large,1,1,Yes,5.2,1,8,0,0.6,0.34,2,351958
236 sqm,228,5,2,Large,1,1,Yes,4.4,1,6,0,4.2,1.69,3,203971
254 sqm,236,5,5,Large,1,1,Yes,4.8,1,19,0,1.8,4.06,2,214422
171 sqm,171,3,1,Small,0,0,No,2.4,1,22,0,6.9,4.06,2,118700
268 sqm,231,4,2,Large,1,0,Yes,2.6,0,19,0,1.9,1.52,3,206364
138 sqm,132,2,3,Large,1,0,Yes,5.5,0,4,0,0.6,3.69,1,113923
317 sqm,293,5,2,Large,1,1,Yes,2.4,1,5,0,4.6,2.17,2,288759
223 sqm,193,4,3,Large,1,0,Yes,0.5,1,8,0,4.9,3.54,2,204506
265 sqm,237,4,4,Large,1,0,No,6.2,1,12,1,2.4,4.47,3,218767
312 sqm,289,5,2,Large,1,1,Yes,3.4,1,4,0,4.3,2.75,1,273742
233 sqm,205,3,1,Large,0,0,No,1.4,0,9,0,4.7,3.12,2,161259
256 sqm,231,4,3,Large,1,0,Yes,6.3,1,16,0,3.5,0.09,3,213168
299 sqm,258,5,2,Large,1,1,Yes,6.9,1,6,0,2.5,1.66,1,255927
130 sqm,111,1,1,Large,1,0,No,2.7,0,17,0,2.8,3.95,0,89530
333 sqm,304,5,3,Large,1,1,Yes,5.3,1,19,0,0.7,4.98,2,275124
309 sqm,285,4,5,Large,1,1,Yes,6.3,0,21,0,3.6,3.49,3,225853
180 sqm,173,3,2,Small,0,0,Yes,6.5,0,2,0,2.1,1.63,2,146985
281 sqm,281,4,2,Small,1,1,Yes,4.6,1,9,0,2.1,1.12,2,241374
268 sqm,242,5,3,Large,1,1,Yes,1.4,1,3,0,1.2,4.48,1,234060
357 sqm,323,6,5,Large,1,1,Yes,3.2,1,13,0,4.9,5.33,2,300004
177 sqm,174,3,2,Large,0,0,No,4.3,0,18,0,1.4,4.95,1,115120
200 sqm,191,4,5,Small,1,1,Yes,4.7,1,17,0,3.3,2.58,2,172974
325 sqm,312,6,7,Large,1,1,Yes,2.2,1,2,0,4.6,2.67,2,300077
333 sqm,302,5,3,Large,1,1,Yes,2.3,1,1,0,1.9,4.54,3,285217
410 sqm,405,6,5,Small,1,1,Yes,0.8,1,18,0,3.9,4.04,2,333839
260 sqm,241,4,2,Small,1,0,Yes,6.1,1,2,0,5.4,5.68,2,203185
307 sqm,304,5,2,Large,1,1,Yes,6.4,1,18,0,4.6,3.2,3,243081
144 sqm,129,2,2,Small,1,0,Yes,3.6,0,3,0,3.3,0.01,0,121406
196 sqm,172,3,3,Large,1,1,No,6.5,0,4,0,6.4,1.85,2,154749
104 sqm,92,1,1,Large,1,0,No,0.3,0,8,0,5.3,0.38,2,102025
130 sqm,116,1,1,Small,0,0,No,2.1,0,11,0,4.3,5.57,1,66722
306 sqm,283,4,5,Large,1,1,No,6.7,0,10,0,1.6,2.3,2,216426
540 sqm,479,7,5,Large,1,1,Yes,0.7,0,17,0,2.6,5.55,2,389147
221 sqm,205,3,4,Large,1,1,No,6.7,0,16,0,6.4,5.25,1,145819
230 sqm,222,4,5,Large,1,1,No,4.6,1,2,0,4.7,3.49,3,183586
237 sqm,226,4,2,Large,1,1,Yes,5.6,1,4,0,2.7,4.65,2,208399
122 sqm,112,2,1,Small,0,0,No,0.8,1,19,0,4.9,2.71,0,92173
173 sqm,156,3,3,Small,1,0,No,3.5,0,1,0,2.1,0.2,1,128798
207 sqm,195,4,5,Large,1,1,Yes,0.2,1,20,0,1.7,3.26,2,199326
160 sqm,154,2,2,Small,1,0,Yes,2.4,0,10,0,2.7,0.4,0,135802
203 sqm,187,4,5,Large,1,1,Yes,2.5,1,3,0,1.8,4.87,2,192732
248 sqm,221,5,4,Large,1,1,Yes,4.4,1,4,0,1.8,0.39,1,236165
270 sqm,256,5,2,Large,1,1,Yes,5.1,0,12,0,1.9,0.89,1,216112
265 sqm,253,5,2,Large,1,1,Yes,4.7,1,12,0,6.9,1.42,1,236377
319 sqm,309,6,4,Large,1,1,Yes,5.1,1,4,0,2.6,0.15,3,281945
100 sqm,97,1,1,Small,0,0,No,5.8,0,20,0,0.9,3.62,2,66391
195 sqm,170,3,2,Small,1,0,No,1.1,1,2,0,5.6,4.58,2,153675
462 sqm,424,6,4,Large,1,1,Yes,5.1,1,16,0,5.2,1.81,2,371627
219 sqm,217,4,2,Large,1,0,Yes,4.1,1,16,0,4.5,4.77,2,187171
321 sqm,280,5,3,Large,1,1,Yes,5.2,1,4,0,6.1,4.16,2,279669
369 sqm,353,6,7,Large,1,1,Yes,0.4,1,8,0,3.1,3.51,2,339491
172 sqm,163,2,3,Large,1,0,No,4.1,0,5,0,5.7,4.14,2,121750
203 sqm,201,3,3,Large,0,0,Yes,3.1,1,19,0,3.6,5.04,1,166419
172 sqm,172,2,3,Small,0,1,No,0.5,0,15,0,2.5,3.67,0,123869
252 sqm,252,5,4,Large,1,1,Yes,3.8,1,19,0,6.8,3.1,2,212332
155 sqm,151,2,1,Small,0,1,No,2.2,0,1,0,6.5,4.18,0,105322
158 sqm,138,2,1,Small,1,1,No,6.6,0,17,0,1.1,2.91,1,116993
345 sqm,331,5,3,Large,1,1,Yes,6.4,1,19,0,5.6,0.27,3,278911
339 sqm,307,6,6,Large,1,1,Yes,5.4,1,15,0,0.6,5.31,2,275434
541 sqm,515,7,7,Large,1,1,Yes,3.4,1,10,0,1.3,5.45,3,430612
126 sqm,110,1,1,Small,0,0,No,3.8,0,11,0,2.7,5.23,0,75459
245 sqm,224,5,3,Small,1,1,Yes,6.5,1,13,0,1.7,0.12,3,215758
104 sqm,94,1,1,Large,1,1,No,1.4,0,22,0,0.3,0.95,1,103845
182 sqm,164,3,4,Small,1,0,No,4.8,1,22,0,4.9,2.74,2,136345
255 sqm,243,4,3,Large,1,1,No,2.5,1,4,0,2.6,4.84,2,214081
355 sqm,310,6,5,Large,1,1,Yes,4.6,1,16,0,1.3,0.37,3,303366
180 sqm,177,2,3,Large,0,0,Yes,5.4,0,1,0,0.8,0.47,2,158658
357 sqm,314,5,2,Large,1,1,Yes,3.1,1,21,1,1.6,3.54,2,334419
295 sqm,279,4,2,Small,1,1,Yes,0.1,1,11,0,6.4,3.9,2,270851
302 sqm,301,5,3,Large,0,1,Yes,2.5,1,17,0,1.5,5.19,1,239035
270 sqm,251,5,2,Large,1,1,Yes,1.3,1,17,0,3.1,4.01,2,238766
374 sqm,360,6,7,Large,1,1,Yes,1.2,1,12,1,4.3,1.84,3,353370
506 sqm,456,7,7,Large,1,1,Yes,2.5,1,16,0,6.4,4.28,2,411720
489 sqm,480,7,5,Large,1,1,Yes,5.3,1,13,0,6.8,5.7,3,372836
164 sqm,146,3,4,Small,0,0,No,1.1,1,2,0,6.6,5.86,2,115459
200 sqm,184,4,5,Large,1,1,Yes,2.5,1,16,0,4.9,2.75,3,185105
145 sqm,130,1,2,Small,1,0,No,2.9,0,4,0,3.3,5.52,1,99891
139 sqm,128,2,1,Small,1,0,No,2.5,1,4,0,5.8,1.25,2,117051
156 sqm,141,3,3,Large,1,1,No,3.2,0,22,0,3.3,3.09,1,118156
280 sqm,259,4,3,Large,1,1,Yes,4.7,1,22,0,5.5,0.04,3,228758
281 sqm,261,4,5,Large,1,1,Yes,6.3,1,13,0,1.7,3.95,3,229734
304 sqm,302,4,4,Large,1,1,No,5.3,1,16,0,3.5,5.24,2,225872
256 sqm,246,5,2,Large,1,1,Yes,1.2,1,8,0,5.7,3.2,1,227280
192 sqm,167,3,3,Large,1,0,Yes,3.2,0,17,0,2.5,0.82,2,162146
310 sqm,279,4,5,Small,1,1,Yes,3.8,1,18,0,3.7,5.4,2,257272
275 sqm,266,4,5,Large,1,1,Yes,5.7,1,15,0,6.4,2.68,3,226400
265 sqm,256,5,2,Large,1,1,Yes,2.4,1,11,0,6.8,5.43,1,219218
179 sqm,176,3,1,Small,0,0,No,6.7,1,13,0,4.8,3.64,2,128698
264 sqm,242,5,2,Large,1,1,No,1.5,1,12,0,1.5,1.94,3,224648
308 sqm,268,5,2,Small,1,1,Yes,6.2,0,9,0,3.4,0.35,3,236943
386 sqm,374,6,4,Large,1,1,Yes,4.2,1,17,0,4.1,1.96,3,309426
141 sqm,122,1,1,Small,1,0,No,0.7,0,4,0,5.9,3.56,2,113665
193 sqm,183,3,1,Large,0,0,No,6.7,0,7,0,0.3,0.76,1,142913
245 sqm,238,5,5,Large,1,1,Yes,1.7,1,22,0,0.7,3.94,2,221254
134 sqm,122,2,3,Small,1,0,No,6.5,0,2,0,0.5,0.59,3,104813
224 sqm,218,3,1,Large,0,0,Yes,0.4,1,4,0,1.3,0.72,1,219537
340 sqm,338,5,5,Large,1,1,Yes,1.4,1,19,0,2.2,4.62,3,277907
238 sqm,210,3,1,Large,1,0,Yes,6.2,1,2,0,1.2,2.04,2,211416
262 sqm,228,4,4,Large,1,0,Yes,2.7,0,17,0,6.8,2.17,3,189941
243 sqm,233,5,3,Large,1,1,Yes,3.2,1,17,0,0.3,0.44,1,224086
313 sqm,275,5,3,Large,1,1,Yes,2.7,1,15,0,2.5,3.06,3,272154
167 sqm,161,2,3,Small,1,0,No,1.6,1,7,0,0.1,5.79,2,143649
244 sqm,219,4,3,Large,1,1,Yes,2.1,1,3,0,1.1,0.64,3,231319
268 sqm,267,5,2,Small,1,1,Yes,2.8,1,17,0,4.5,3.92,1,216375
280 sqm,278,4,5,Large,1,1,Yes,2.3,1,3,0,5.1,2.74,3,246732
297 sqm,272,4,3,Large,1,1,Yes,4.7,0,22,0,5.1,3.26,2,213996
251 sqm,227,4,4,Large,1,0,Yes,3.4,1,15,0,2.3,5.46,2,203900
325 sqm,302,5,5,Small,1,0,Yes,4.8,1,12,0,5.3,5.55,2,256846
575 sqm,471,8,6,Large,1,1,Yes,3.1,1,11,0,3.2,2.18,2,489723
270 sqm,242,4,3,Large,1,0,Yes,0.5,1,6,0,0.2,2.01,3,250441
197 sqm,170,3,1,Small,1,0,Yes,6.5,1,9,0,5.5,4.46,1,159223
599 sqm,589,7,4,Large,1,1,Yes,5.5,1,22,0,1.9,0.69,3,465681
275 sqm,238,4,2,Large,1,1,Yes,3.9,1,17,0,4.8,4.04,3,221222
301 sqm,284,5,3,Large,1,1,Yes,3.5,1,7,0,0.2,4.86,1,251825
289 sqm,262,5,4,Small,1,1,Yes,1.5,0,3,0,1.2,2.68,2,250166
224 sqm,198,4,3,Large,1,1,No,1.6,1,11,0,5.2,2.32,3,196213
315 sqm,314,6,6,Large,1,1,Yes,6.3,1,13,0,0.7,5.38,2,264413
192 sqm,177,3,4,Large,0,0,Yes,4.6,1,4,0,4.7,4.87,1,159268
269 sqm,239,5,4,Large,1,1,Yes,3.9,1,13,0,3.2,3.42,2,240800
212 sqm,192,3,3,Large,0,0,No,6.7,1,15,0,5.6,0.11,1,151655
102 sqm,94,1,1,Small,1,0,No,3.5,0,7,0,1.6,3.45,1,72571
123 sqm,118,2,1,Small,0,0,No,2.5,0,7,0,0.4,5.08,2,88075
215 sqm,209,4,4,Large,1,1,Yes,5.2,0,4,0,5.8,4.92,3,161759
196 sqm,174,4,4,Large,1,0,Yes,1.1,1,16,0,2.3,3.13,3,176302
234 sqm,204,4,5,Large,1,1,Yes,3.3,1,1,0,0.3,0.61,2,238051
327 sqm,295,5,5,Large,1,1,Yes,2.2,1,16,0,6.7,2.01,2,282426
302 sqm,261,4,5,Small,1,1,Yes,4.5,1,19,0,1.4,2.71,3,249960
270 sqm,241,5,4,Large,1,1,Yes,2.5,0,7,0,6.4,2.23,1,218051
329 sqm,283,5,4,Large,1,1,Yes,2.2,1,14,0,4.8,5.9,2,281500
240 sqm,236,3,3,Small,0,0,No,6.1,1,15,0,6.1,2.32,1,173374
235 sqm,208,4,3,Large,1,1,Yes,2.5,1,18,0,3.7,3.22,3,203272
172 sqm,167,3,1,Large,0,1,No,0.5,0,2,0,4.1,1.69,1,135849
260 sqm,245,5,4,Large,1,1,Yes,4.5,1,2,0,4.5,4.09,2,237952
202 sqm,196,4,2,Large,1,0,Yes,1.8,1,10,0,2.2,5.33,3,172404
207 sqm,185,3,4,Large,1,0,Yes,3.4,0,18,0,6.8,1.7,2,166035
192 sqm,175,3,1,Large,1,0,No,0.5,0,18,0,6.1,0.48,1,144004
197 sqm,187,4,4,Large,1,1,Yes,6.5,1,18,0,0.6,4.25,3,164126
234 sqm,203,5,5,Large,1,0,Yes,5.6,1,14,0,5.4,5.88,1,175507
276 sqm,250,4,3,Large,1,0,Yes,4.1,0,11,0,3.4,2.58,2,215643
221 sqm,218,3,2,Large,0,0,Yes,5.5,0,1,0,4.7,5.16,2,157810
252 sqm,237,4,3,Large,1,1,Yes,2.8,1,4,1,5.8,5.3,3,248719
125 sqm,110,1,2,Large,0,0,No,1.3,0,3,0,6.7,5.62,1,80934
287 sqm,270,4,3,Large,1,1,Yes,2.9,1,9,0,0.8,4.78,3,244146
312 sqm,277,5,5,Small,1,1,Yes,5.3,1,3,0,1.2,4.11,3,255915
143 sqm,138,1,1,Large,0,1,No,0.5,0,6,1,0.2,0.9,2,141155
347 sqm,323,5,3,Large,1,1,Yes,4.2,1,17,0,4.5,4.8,3,273068
185 sqm,171,3,1,Small,1,0,No,6.1,0,4,0,3.6,5.68,1,120554
252 sqm,223,5,2,Large,1,1,No,0.8,1,1,0,3.6,0.93,2,237959
320 sqm,311,6,6,Large,1,1,Yes,5.4,1,16,0,3.5,1.22,2,267726
293 sqm,257,4,3,Small,1,1,Yes,0.4,1,8,0,3.7,0.6,3,267118
285 sqm,257,4,2,Large,1,1,Yes,2.8,1,19,0,4.7,3.7,3,233229
170 sqm,151,3,4,Small,1,1,No,6.7,0,9,0,5.6,1.02,2,130394
188 sqm,182,2,3,Small,0,0,No,3.6,0,2,0,1.1,1.03,1,136055
313 sqm,298,6,4,Large,1,1,Yes,3.3,1,6,1,3.7,1.05,2,326691
256 sqm,219,4,4,Large,1,1,No,3.1,0,16,0,6.8,3.41,3,184557
398 sqm,352,6,7,Large,1,1,Yes,6.1,1,22,0,1.5,4.39,2,332103
162 sqm,138,3,3,Large,1,0,No,3.7,0,6,0,5.4,3.07,2,123017
239 sqm,230,4,5,Large,1,1,Yes,6.9,0,1,0,2.7,2.6,3,189460
163 sqm,143,3,2,Small,1,0,No,5.7,1,3,0,2.3,1.61,2,131708
268 sqm,239,4,5,Small,1,1,Yes,5.4,0,21,0,6.4,0.1,3,202972
108 sqm,97,1,1,Small,1,0,No,2.7,0,12,0,6.9,1.66,1,83576
337 sqm,330,5,3,Large,1,1,No,4.1,1,21,0,3.1,2.38,1,251870
121 sqm,121,1,2,Small,0,0,No,5.3,0,16,0,0.9,4.51,2,72476
150 sqm,134,2,1,Small,1,0,No,1.2,0,20,0,0.4,0.86,1,122372
258 sqm,226,4,3,Small,1,1,Yes,2.1,1,20,0,3.9,2.21,2,225788
332 sqm,287,5,4,Large,1,1,Yes,1.8,0,17,0,2.9,2.62,1,250250
727 sqm,609,8,9,Large,1,1,Yes,0.1,1,15,0,6.2,2.23,2,608706
187 sqm,159,3,2,Large,1,1,No,5.8,0,15,0,2.4,4.79,1,141688
310 sqm,271,4,5,Large,1,1,No,5.4,1,18,0,4.5,5.52,3,225231
210 sqm,188,4,4,Large,1,1,Yes,5.1,0,8,0,4.1,3.58,3,163566
170 sqm,145,3,3,Small,1,0,Yes,5.5,1,14,0,1.6,0.96,1,152596
360 sqm,317,5,3,Large,1,1,Yes,6.5,1,20,0,1.6,2.96,2,297165
497 sqm,434,7,7,Large,1,1,Yes,0.9,1,22,0,3.5,3.48,2,413158
225 sqm,192,3,3,Small,0,1,No,2.8,1,3,0,4.1,5.9,1,173482
580 sqm,524,7,6,Large,1,1,Yes,1.1,1,9,0,4.3,1.3,3,463502
142 sqm,130,2,1,Small,1,0,No,2.7,0,22,0,3.5,3.68,0,95020
169 sqm,160,2,1,Large,0,1,No,3.2,1,12,0,4.2,5.37,0,124719
219 sqm,213,4,3,Large,1,1,Yes,0.3,0,14,0,4.3,2.87,3,180284
262 sqm,234,5,2,Large,1,1,Yes,6.1,1,5,0,2.6,5.6,3,223417
662 sqm,582,8,5,Large,1,1,Yes,1.6,1,13,0,5.5,2.61,2,534878
279 sqm,262,4,2,Large,1,1,Yes,2.9,1,9,0,4.7,3.42,2,239157
293 sqm,250,4,5,Small,1,1,Yes,1.3,1,15,0,1.5,5.5,3,241538
229 sqm,227,3,3,Large,0,0,Yes,2.1,0,18,0,5.7,3.32,2,168707
269 sqm,242,4,4,Large,1,1,Yes,6.3,1,19,0,0.7,4.25,2,231478
144 sqm,140,2,1,Large,0,1,No,0.3,0,5,0,1.4,0.25,2,130994
273 sqm,255,5,2,Large,1,1,Yes,1.3,1,4,0,1.2,4.55,2,244333
229 sqm,215,4,5,Large,1,1,Yes,2.2,1,13,0,6.8,2.15,3,194807
307 sqm,285,4,3,Large,1,0,Yes,5.8,0,8,0,1.5,4.98,2,237212
280 sqm,243,4,3,Large,1,0,Yes,6.4,0,13,0,1.4,5.23,2,204517
354 sqm,328,5,2,Large,1,0,Yes,3.8,1,4,1,3.2,5.44,1,330284
253 sqm,252,4,3,Small,1,1,Yes,3.1,1,17,0,2.9,0.26,3,212934
301 sqm,289,4,4,Large,1,1,No,1.8,1,16,0,1.1,4.52,2,240623
561 sqm,511,7,4,Large,1,1,Yes,4.5,1,8,0,6.9,0.33,3,455444
100 sqm,85,1,1,Small,1,0,No,1.6,0,6,0,0.7,0.29,1,87039
277 sqm,239,5,4,Large,1,1,Yes,4.7,1,10,0,0.7,1.07,2,261959
139 sqm,125,2,3,Small,1,0,Yes,2.9,0,4,0,5.7,4.92,0,111287
149 sqm,135,2,3,Large,1,1,No,5.7,0,1,0,2.2,2.73,2,121788
233 sqm,215,5,2,Small,1,1,Yes,2.9,1,17,0,5.9,1.05,3,207765
269 sqm,247,5,5,Large,1,1,Yes,6.6,1,17,0,2.5,0.35,1,228414
212 sqm,197,4,3,Large,1,1,Yes,4.6,0,10,0,2.5,4.04,2,172904
132 sqm,131,1,1,Large,0,0,No,5.5,1,7,0,4.4,3.12,1,98257
174 sqm,165,2,1,Small,1,1,No,5.7,1,21,0,0.3,3.8,0,134528
136 sqm,128,2,1,Small,1,1,No,1.8,0,19,0,1.2,4.97,1,101071
123 sqm,110,2,2,Large,1,0,No,1.2,1,4,0,3.5,1.38,3,110493
277 sqm,275,4,5,Small,0,1,Yes,6.3,1,5,0,5.2,2.07,2,238480
207 sqm,187,4,3,Large,1,1,Yes,6.4,1,20,0,4.4,2.04,3,182787
234 sqm,215,5,5,Large,1,1,No,3.3,1,17,0,1.3,4.83,3,180616
253 sqm,229,4,5,Large,1,1,Yes,0.6,1,1,0,0.8,4.85,3,230946
180 sqm,174,3,2,Small,1,0,Yes,6.5,1,8,0,2.9,4.76,1,147112
239 sqm,216,3,2,Small,1,0,Yes,6.4,1,21,0,0.7,1.85,2,205273
197 sqm,170,4,2,Large,1,1,Yes,1.2,1,20,0,3.9,4.87,3,178080
273 sqm,265,4,5,Large,1,1,Yes,4.4,1,6,1,1.7,0.97,3,271582
154 sqm,146,3,3,Small,1,1,No,1.4,0,14,1,6.5,4.67,2,137755
127 sqm,120,2,2,Small,1,0,Yes,3.7,0,5,0,1.4,5.94,3,106822
306 sqm,277,4,2,Large,1,0,Yes,1.4,1,10,0,3.8,1.61,2,267875
272 sqm,242,4,4,Large,1,1,Yes,2.6,1,3,0,1.6,1.68,3,245338
225 sqm,210,4,3,Large,1,0,No,5.2,0,7,0,4.9,5.27,2,143693
220 sqm,205,3,2,Large,1,0,Yes,2.3,1,21,0,0.3,4.92,1,193430
711 sqm,704,8,7,Large,1,1,Yes,4.1,1,2,0,1.6,4.22,3,581364
331 sqm,291,5,3,Large,1,1,Yes,6.8,1,6,0,1.6,1.7,2,289985
154 sqm,145,2,2,Large,0,0,No,0.8,0,12,0,3.1,3.94,1,109198
167 sqm,159,3,2,Small,1,1,No,6.6,1,1,0,6.3,0.51,1,136441
424 sqm,411,6,7,Large,1,1,Yes,0.6,1,16,0,1.8,2.69,3,355698
157 sqm,138,2,2,Small,1,1,No,6.5,0,11,0,1.6,5.45,2,108982
193 sqm,175,3,3,Large,0,0,No,2.8,1,21,0,4.7,5.78,2,131935
236 sqm,228,3,4,Large,1,1,No,6.9,1,12,0,5.4,2.01,2,190176
322 sqm,303,5,2,Small,1,1,Yes,6.9,1,15,0,2.1,1.96,1,264079
466 sqm,416,8,8,Large,1,1,Yes,1.7,1,7,0,2.8,0.06,3,394632
293 sqm,259,4,3,Large,1,1,Yes,2.5,1,12,0,4.9,1.46,3,257654
305 sqm,276,4,5,Large,1,1,Yes,5.4,1,5,0,6.4,0.52,2,270820
276 sqm,261,5,3,Large,1,1,Yes,4.6,1,20,0,1.6,5.81,2,234685
152 sqm,143,2,1,Small,0,0,Yes,4.3,0,2,0,5.1,3.88,1,115476
111 sqm,111,1,1,Large,0,1,No,6.6,0,17,0,2.4,0.24,0,70642
347 sqm,314,5,3,Large,1,1,No,2.4,1,5,0,4.5,0.35,2,296776
246 sqm,219,4,2,Large,1,1,Yes,4.5,0,11,0,6.4,3.97,2,198251
280 sqm,275,5,3,Large,0,0,Yes,0.5,1,5,0,5.5,3.73,3,230031
271 sqm,238,5,2,Large,1,1,No,3.3,1,14,0,4.7,5.6,1,207572
258 sqm,232,5,2,Large,1,1,Yes,4.6,1,14,0,3.9,3.44,3,220469
295 sqm,287,4,2,Large,1,1,No,1.4,1,13,0,1.8,1.88,2,250804
339 sqm,336,5,4,Large,1,1,Yes,1.9,1,8,0,2.6,2.11,1,289637
197 sqm,174,3,1,Small,1,1,No,4.2,1,8,0,3.7,0.06,2,172623
120 sqm,106,1,2,Small,0,0,No,5.5,0,9,0,5.2,1.72,2,76560
219 sqm,189,3,2,Small,1,0,Yes,0.7,0,11,0,1.5,5.84,1,167927
269 sqm,250,4,5,Small,1,1,Yes,4.7,0,8,0,2.1,1.45,2,218935
139 sqm,139,1,2,Small,0,0,No,0.9,0,1,0,4.8,1.68,2,113043
239 sqm,221,3,3,Small,1,0,No,1.8,0,2,0,0.2,0.14,1,192618
136 sqm,122,1,1,Small,1,0,Yes,6.5,0,7,0,1.7,4.92,1,104921
184 sqm,172,2,1,Small,0,0,Yes,3.4,0,11,0,1.5,0.15,1,145489
241 sqm,218,5,4,Large,1,1,Yes,1.8,1,14,0,3.9,4.35,1,211703
